Date,PowerBurn,Temp,HDD,CDD,Wind,Hydro,Nuke
3/8/11,12620168.44,47.58003939,18.39854654,0.978585929,8630.290053,37498.53545,87980
3/9/11,12500502.41,49.22821997,17.06083905,1.289059015,9651.727861,38881.7029,86940
3/10/11,12697991.81,49.07000769,16.71034447,0.780352165,8775.919506,38193.19201,86603
3/11/11,12101222.4,48.37893412,17.16617657,0.545110695,14624.79932,39363.32245,83609
3/12/11,10390204.87,50.5044707,15.29514435,0.799615052,13633.33029,39717.10097,84119
3/13/11,10686819.77,50.45565285,15.53685338,0.992506221,6044.25399,36934.64506,86421
3/14/11,11647212.11,48.24416916,17.54536713,0.789536286,8600.382993,39127.32004,85257
3/15/11,11660528.63,48.79521108,17.15428739,0.949498471,9309.254959,38546.37254,85969
3/16/11,11344195.85,53.34918048,12.86810758,1.21728806,14817.16303,37542.20206,86419
3/17/11,11097949.52,58.05580703,9.127293632,2.183100658,14082.81624,38458.63254,86340
3/18/11,10150065.98,59.51049593,8.381934647,2.892430576,9673.118927,39188.25305,85042
3/19/11,8950494.668,53.99675782,12.92713834,1.923896159,11433.64711,37999.2273,84679
3/20/11,9261741.641,53.10721073,13.61418637,1.721397106,14055.87811,36854.88892,84679
3/21/11,10788621.74,56.14845145,11.16800738,2.316458828,12930.34987,38312.59143,83039
3/22/11,11590521.21,54.67202871,12.64110672,2.313135429,16007.91464,39781.70746,83156
3/23/11,11388873.51,51.34879249,15.70630557,2.05509806,9150.027098,41756.08271,84524
3/24/11,12323759.48,46.99543916,19.43388326,1.429322428,7529.313707,40580.50174,84074
3/25/11,11597073.46,46.18683436,20.34158902,1.528423384,5691.899192,40898.36054,82229
3/26/11,11302015.93,45.51411907,21.28346248,1.797581544,9223.404524,39834.21891,82888
3/27/11,11911720.9,45.33662121,21.15837806,1.494999265,5733.59216,39057.42031,84716
3/28/11,12811700.53,45.06766067,20.71986695,0.787527621,7338.141665,39865.86056,82836
3/29/11,12984598.77,47.57991585,18.52372825,1.103644105,5848.935506,41745.53903,82426
3/30/11,11872153.7,49.4984922,16.98102363,1.479515832,5645.679922,41126.36798,82426
3/31/11,12296020.78,50.68168456,16.59328689,2.274971448,8059.414331,41295.94684,82863
4/1/11,11261192.01,52.98807951,14.85522227,2.843301777,10399.45376,42040.95245,82776
4/2/11,9942263.502,54.619328,12.62817966,2.247507658,13573.35315,40582.47877,79499
4/3/11,9984256.564,56.99750569,10.98002551,2.977531205,17860.05447,39828.27004,78622
4/4/11,11395949.54,58.49458262,9.268435938,2.763018557,14178.93308,41127.66094,76329
4/5/11,11556927.37,53.6716281,12.59816214,1.269790236,11288.47025,41273.71297,76329
4/6/11,11396389.61,54.12776957,12.29663006,1.42439963,10650.49691,40792.83309,75305
4/7/11,11539059.79,55.46225868,11.72839791,2.190656592,10378.9884,41642.78924,75305
4/8/11,11709949.21,56.40900935,12.09273157,3.501740924,9192.759386,41762.53221,75141
4/9/11,11342435.36,58.36574421,10.62510119,3.990845403,14415.1753,40394.35705,75419
4/10/11,11806261.34,62.73539142,6.96815292,4.703544342,14085.41429,40431.13121,75250
4/11/11,12495036.69,63.31442074,5.450042522,3.764463263,13426.65714,40394.21968,76064
4/12/11,12544379.99,58.79717777,8.294905789,2.092083555,9228.841693,40845.2544,76442
4/13/11,12056795.04,56.37343336,10.40485705,1.778290411,17983.54133,39405.19511,76532
4/14/11,12382028.71,58.55378942,8.988288803,2.542078219,19985.43974,38650.45288,75814
4/15/11,11730742.29,57.0986019,10.45604789,2.554649782,16296.02095,39662.04874,74848
4/16/11,10910816.87,56.34377952,11.29918078,2.642960306,15150.70341,36091.43998,73862
4/17/11,11003595.19,57.46252537,9.799052836,2.261578207,12785.56833,37039.06292,71755
4/18/11,12541727.78,58.92416783,9.53933452,3.463502354,10001.97331,38080.1787,70835
4/19/11,13757626.29,59.33521935,10.05085705,4.386076398,11659.81134,39803.22526,70835
4/20/11,13921105.82,59.79745631,9.088291233,3.885747545,7825.202428,40561.40098,70138
4/21/11,13023479.74,57.91083342,10.31351465,3.22434807,13311.83046,40304.75962,68963
4/22/11,11369491.28,56.97633413,11.50239575,3.478729876,12065.33001,40748.03425,69790
4/23/11,10983693.42,61.63852802,7.183986617,3.822514634,10661.79451,40211.41913,68825
4/24/11,11276811.27,64.24059902,5.496248221,4.736847245,7097.74598,39022.95353,68993
4/25/11,12884065.73,64.08596753,5.591040861,4.677008392,10135.9783,39840.88358,70921
4/26/11,13071969.75,66.05101125,4.434490966,5.485502212,12465.94831,39365.62146,71836
4/27/11,13653204.77,65.27070738,5.050737828,5.321445213,11260.78214,38965.76154,67552
4/28/11,12934933.83,62.03704897,6.444798847,3.481847819,11117.77803,39249.52149,68749
4/29/11,11249320.17,60.27607575,7.367878364,2.643954113,19022.56507,38757.46754,68804
4/30/11,10684124.36,61.58629041,6.752628234,3.338918648,15347.30691,37946.07546,68428
5/1/11,11226173.76,61.19562889,6.930867315,3.126496209,12851.63086,39979.33244,67596
5/2/11,12897124.48,60.0634593,8.148091281,3.211550581,8858.045215,38830.84752,66975
5/3/11,13656779.14,60.79082507,7.997285919,3.788110988,7420.929267,37262.8634,66975
5/4/11,13575113.54,58.70681101,9.156361644,2.863172655,12122.89195,39037.49797,67554
5/5/11,12611761.29,59.15701936,8.328672325,2.485691688,10172.34808,38671.33868,69027
5/6/11,11652939.44,61.8135311,6.078748344,2.892279443,12386.15627,39505.62305,68401
5/7/11,10668731.06,63.87330859,4.94344565,3.816754245,10650.79595,38299.60919,69992
5/8/11,10963403.01,64.97930132,4.694681903,4.673983222,15050.83204,38176.53273,70572
5/9/11,12726480.01,66.19443243,4.212014184,5.406446618,16945.54767,40580.71935,71318
5/10/11,14100994.89,68.17870592,3.244329935,6.423035859,14609.0994,41596.91757,72990
5/11/11,14612254.21,67.97207944,3.265962226,6.238041668,11763.27371,41544.90787,72682
5/12/11,14437827.46,67.90734855,3.16836037,6.075708918,8880.498933,42023.10558,74077
5/13/11,13053217.5,66.32865341,3.655079399,4.983732808,13202.15071,43053.81389,75939
5/14/11,10620965.37,62.25136215,5.480572327,2.731934481,11830.80069,41697.62051,74041
5/15/11,10278559.06,60.01615343,7.379908731,2.396062164,12222.32893,41302.27227,74463
5/16/11,11193235.85,58.62482754,8.496223356,2.121050899,8129.516465,41421.497,74539
5/17/11,11026622.21,58.59861079,8.273824108,1.872434894,9357.362862,42488.90253,74984
5/18/11,11111864.83,61.47628269,5.73714117,2.21342386,9318.069584,42508.70713,75024
5/19/11,11571349.83,64.83632033,3.739176486,3.575496816,12448.20288,42372.98818,76232
5/20/11,12356661.82,66.52369041,3.164301886,4.687992293,11233.42437,42519.29337,76199
5/21/11,12302951.59,68.78439106,2.527380824,6.311771887,11232.06265,42181.32908,75118
5/22/11,12652140.59,69.90914507,2.629564414,7.538709481,12843.07714,42591.97354,75388
5/23/11,14110094.32,70.05868204,2.148215561,7.206897603,11250.94939,42415.52763,74518
5/24/11,15030431.01,70.52797481,2.428846399,7.956821209,11122.2541,42028.90515,76574
5/25/11,14979770.75,69.92746529,2.844969836,7.772435125,13643.55455,42278.23589,78425
5/26/11,13908647.16,68.18654846,3.727761469,6.914309933,9700.918586,41565.74492,79908
5/27/11,13381315.16,67.96896282,3.903996003,6.87295882,12260.40015,42173.2851,81048
5/28/11,12393770.68,70.43711884,2.488181475,7.925300313,10356.56694,41960.54824,82563
5/29/11,12817677.68,72.57016582,1.945392454,9.515558276,12508.39958,41204.87539,79960
5/30/11,14308669.68,75.48971165,1.417109688,11.90682134,14356.30599,41845.72092,79114
5/31/11,17530165.68,76.11396532,1.315719605,12.42968492,10479.33017,42193.81541,79297
6/1/11,18241548.04,75.11018937,1.409412462,11.51960183,9925.067426,42578.05941,79985
6/2/11,16554238.95,71.88261664,2.035181206,8.91779785,16677.87956,42838.72393,81846
6/3/11,15378137.87,71.6953635,2.168064256,8.863427758,12944.40664,43656.42089,82849
6/4/11,13983871.45,73.61816065,1.438075665,10.05623632,6964.554695,43507.35837,82857
6/5/11,13688914.5,73.72635957,1.275713221,10.00207279,6252.106521,43259.48691,82796
6/6/11,15875150.39,75.09941517,0.927212923,11.02662809,10738.71212,42737.57467,82133
6/7/11,17753104.35,77.05608137,0.864320414,12.92040178,16609.25994,41804.4041,83544
6/8/11,19235505.35,78.49829369,0.834174321,14.33246801,13993.98084,41578.69186,84318
6/9/11,18271885.71,75.98155342,1.399860008,12.38141343,9832.510888,42442.00833,85761
6/10/11,15306699.68,73.80968934,1.641492771,10.45118211,9393.838787,42867.49221,87001
6/11/11,12868017.26,71.86250719,1.857473,8.719980194,9427.621364,42049.29072,88757
6/12/11,12627970.41,70.76227603,2.257525761,8.019801794,12292.53279,41291.92371,90517
6/13/11,14004167.26,71.94954045,1.517931055,8.467471506,14389.88105,42387.53686,90190
6/14/11,14820291.84,71.70047433,1.765177848,8.465652179,12658.78987,43214.90426,90476
6/15/11,14495736.09,72.5135301,1.655614753,9.169144853,12141.30773,42962.03629,90215
6/16/11,14667248.37,74.14072344,0.951952126,10.09267557,12271.4939,43167.72861,90807
6/17/11,14946603.37,74.71584675,0.889151051,10.60499781,10676.13407,44481.56358,91364
6/18/11,14163200.09,75.72808833,0.771737721,11.49982605,10400.02411,42878.11298,91760
6/19/11,14464724.03,75.75071005,0.763345351,11.51405541,12311.71428,42964.97949,91496
6/20/11,16781059.09,75.52676172,0.645716401,11.17247812,13253.5687,44483.63304,90636
6/21/11,17999089.09,77.55596531,0.405813033,12.96177834,9102.778872,44985.74786,89455
6/22/11,17595257.09,75.46637288,0.573371227,11.03974411,9659.681464,44974.20891,89768
6/23/11,16495978.61,74.32003422,0.754938345,10.07497257,13060.75612,43796.28435,90603
6/24/11,15014940.61,73.42925397,0.895942225,9.325196197,9069.270635,44011.86919,91288
6/25/11,13277440.03,74.09634785,0.872457811,9.968805662,9607.843417,44572.67997,93051
6/26/11,13584625.03,75.11359572,0.690355547,10.80395127,8573.499994,44691.23604,90866
6/27/11,16161476.09,76.36798272,0.496266573,11.86424929,10803.71821,45043.4939,89960
6/28/11,16584993.25,77.00937267,0.385833295,12.39520597,7182.450046,45150.05887,90729
6/29/11,15981131.91,75.69296734,0.643343565,11.3363109,14711.618,43802.62407,93707
6/30/11,16363566.48,76.0413315,0.641397422,11.68272892,14009.60428,43928.49842,94039
7/1/11,16922097.11,77.8464081,0.474972515,13.32138061,10017.3467,45316.64425,94765
7/2/11,17069230.37,79.41722769,0.283482482,14.70071018,5263.404581,45421.36092,96797
7/3/11,16802085.37,79.02510966,0.156168251,14.18127791,6164.466991,44257.2215,96126
7/4/11,16935295.32,79.11726522,0.237561377,14.3548266,4195.887952,44516.557,96243
7/5/11,19153357.37,79.66522751,0.23354853,14.89877604,4314.156733,44364.7798,96102
7/6/11,19518674.37,80.01055727,0.170013018,15.18057029,4667.707964,44518.77932,95318
7/7/11,18633376.75,79.27662801,0.286038883,14.56266689,6749.124751,44277.8295,95790
7/8/11,17320715.7,78.18292721,0.31258169,13.4955089,6846.975926,44716.80804,96690
7/9/11,16766695.44,78.82009316,0.370856367,14.19094953,10699.95163,44290.3529,96706
7/10/11,17420698.44,79.62695691,0.267026887,14.89398379,8374.991886,43379.14838,97059
7/11/11,20488853.86,80.81893417,0.293813008,16.11274717,9832.241914,42024.35259,96424
7/12/11,21306348.44,81.03585653,0.274045591,16.30990212,9826.705518,41540.39442,96400
7/13/11,18999948.92,77.91451826,0.388964502,13.30348277,10510.24383,41083.20439,95697
7/14/11,17372754.97,75.93072123,0.597675566,11.52839679,10113.88703,41607.40859,94805
7/15/11,16692925.97,77.34965415,0.345599354,12.69525351,8734.989934,42333.95995,93658
7/16/11,16375584.97,78.19720501,0.265276212,13.46248123,6506.030987,32454.29692,93859
7/17/11,16970277.92,80.08805389,0.300498724,15.38855261,8294.267362,40963.66201,95053
7/18/11,20499088.86,81.94620032,0.202571917,17.14877223,5987.283954,41522.66664,95053
7/19/11,21952850.44,81.94401827,0.180581362,17.12459963,9078.516068,40605.11866,96247
7/20/11,22950066.91,81.98774452,0.239177733,17.22692225,12239.62732,40010.38144,96430
7/21/11,24402880.91,83.24209157,0.24275065,18.48484222,10439.04174,39904.25627,95983
7/22/11,23555433.02,84.07929367,0.273698478,19.35299215,8280.88367,40104.88133,95875
7/23/11,20721004.49,83.12587161,0.20313936,18.32901097,7878.603761,39668.22263,96178
7/24/11,19997833.97,81.6720334,0.181689042,16.85372244,5147.099576,39640.33368,97420
7/25/11,21079956.49,79.70523445,0.256542216,14.96177666,8082.455764,38446.2719,97618
7/26/11,20652541.02,80.24422937,0.201721948,15.44595132,9519.57209,38515.09058,97860
7/27/11,20741921.49,79.691657,0.213255139,14.90491214,8496.388615,38752.96932,97860
7/28/11,21396022.49,80.8571175,0.193794244,16.05091174,5837.829682,39080.15567,97142
7/29/11,21546417.01,80.94740744,0.124983114,16.07239055,5189.14378,38069.41625,97210
7/30/11,20448357.01,81.44827098,0.113678917,16.56194989,6129.174408,36764.26691,97425
7/31/11,20967537.12,81.28766468,0.141587182,16.42925186,6856.69183,36556.33348,96859
8/1/11,23145412.27,82.14521136,0.167855183,17.31306654,7628.712594,35742.01393,96594
8/2/11,23916097.46,82.43198487,0.204275424,17.6362603,10309.23872,34931.66445,96402
8/3/11,23042669.99,80.51339708,0.201776202,15.71517328,7032.465676,34842.08124,95719
8/4/11,22650629.99,79.2948256,0.227816828,14.52264243,5925.152766,34332.6804,95708
8/5/11,22288082.51,79.42224396,0.231955682,14.65419964,7738.473708,33941.58052,96415
8/6/11,20015744.89,80.18069245,0.218988298,15.39968075,7624.610961,33657.00904,93220
8/7/11,20106414.36,80.80300645,0.277720391,16.08072684,7926.020074,33578.3546,94169
8/8/11,21623008.36,80.10076767,0.283248764,15.38401643,9674.528212,34595.06854,93991
8/9/11,20605797.94,78.30254342,0.295697628,13.59824104,12079.0367,34866.27791,94169
8/10/11,19282765.41,77.32501686,0.383067724,12.70808458,10212.20949,32955.65831,94169
8/11/11,18695014.04,76.34284902,0.549728148,11.89257717,6982.419184,17421.44632,93568
8/12/11,17877772.04,76.38738733,0.559320706,11.94670804,5714.195982,17398.86078,93556
8/13/11,16204974.04,76.89309756,0.341581511,12.23467907,4685.672777,17236.7467,95842
8/14/11,15742287.04,75.6281523,0.254740714,10.88289301,4279.182547,16981.99905,95873
8/15/11,17039176.56,75.72211083,0.324115462,11.0462263,8342.7902,17314.54491,96216
8/16/11,17708732.51,76.17699988,0.429619837,11.60661971,8687.943167,17212.11277,96424
8/17/11,18596651.99,77.591963,0.40554742,12.99751042,7795.85447,35021.66652,96580
8/18/11,19538222.51,78.55974168,0.291871133,13.85161282,7699.588675,34369.58888,96194
8/19/11,19035316.04,77.84168888,0.27914999,13.12083887,7631.257767,33906.3248,94188
8/20/11,17921200.04,78.00217353,0.248911412,13.25108494,5678.169893,33381.25498,94010
8/21/11,17530359.04,78.31227854,0.239147867,13.55142641,4199.620492,33025.48395,93398
8/22/11,18984748.04,76.58811109,0.51828252,12.10639361,9814.362807,33304.56006,94344
8/23/11,20405240.51,76.77647959,0.488589188,12.26506878,8932.24407,33833.23099,92582
8/24/11,21139492.51,78.90528026,0.220475109,14.12575537,10026.59931,33794.55604,93768
8/25/11,20951536.89,78.56862977,0.149901123,13.7185309,5641.769851,33362.98026,94599
8/26/11,20541809.89,79.36145876,0.246270859,14.60772962,5591.35878,33936.87002,94773
8/27/11,19370715.41,78.71395269,0.249912304,13.96386499,4380.976467,31752.3282,92451
8/28/11,18555053.41,76.86642194,0.43579251,12.30221445,4593.991707,30457.94692,91578
8/29/11,18999850.94,75.32717294,0.742033121,11.06920606,7183.876258,32155.89155,92464
8/30/11,17919575.89,75.13896973,0.699005535,10.83797527,10976.83806,30615.55591,93166
8/31/11,18366979.83,77.26145396,0.479076309,12.74053027,10933.75376,30857.89899,93517
9/1/11,18584756.03,78.52537615,0.470840213,13.99621636,10921.01023,31482.08829,95211
9/2/11,19575394.55,78.16376921,0.430234205,13.59400342,6418.349983,31156.08751,94493
9/3/11,17002649.55,77.88205031,0.539568091,13.4216184,7805.496597,28858.977,94852
9/4/11,15542701.03,74.96127593,0.790150323,10.75142626,10369.0823,27999.31897,94982
9/5/11,15707254.03,71.87411902,1.659815483,8.533934498,6499.616858,28377.64158,95032
9/6/11,16334262.88,69.41607969,2.106882685,6.522962376,4416.303628,31522.20533,95286
9/7/11,16129511.3,69.89171279,1.919868105,6.811580896,3684.895628,31477.5779,94021
9/8/11,15863755.55,71.43883604,1.189408504,7.628244543,4592.356995,30393.60728,93990
9/9/11,16352289.03,72.62700704,0.742839546,8.369846581,3641.394326,30973.18946,94016
9/10/11,15253069.68,72.80054014,0.743055333,8.543595474,1943.237708,28953.01171,93421
9/11/11,15027465.03,72.83251341,0.650614924,8.483128337,2761.63621,27894.77248,93792
9/12/11,17087442.08,74.84766456,0.459112878,10.30677743,11034.74233,29095.79399,92611
9/13/11,18178963.55,74.70801499,0.68191412,10.38992911,8279.265064,28532.25051,91967
9/14/11,17246532.26,71.4772694,2.36754791,8.844817309,10745.53104,28609.072,93244
9/15/11,15380208.28,65.53329863,4.840015844,5.373314472,9833.164951,27773.16191,92987
9/16/11,13471221.7,62.98948529,5.836914099,3.82639939,8602.327284,27747.28834,92117
9/17/11,12229327.01,65.20175203,4.23080416,4.432556194,10847.67341,26968.24076,91438
9/18/11,12394280.9,67.05936648,3.040804654,5.100171133,6675.438443,26306.81211,89520
9/19/11,14324306.05,67.68786603,2.410548825,5.098414855,4797.668505,27698.53086,89774
9/20/11,15463164.31,69.29643256,1.735680286,6.032112849,10359.28124,28226.24578,89081
9/21/11,16273653.29,71.08250371,1.326417595,7.408921305,9853.084508,28612.2304,90265
9/22/11,16143110.82,70.75764221,1.929082788,7.686725002,4203.09731,28056.81568,89684
9/23/11,16079668.82,69.20458337,2.469862112,6.674445481,2798.355563,30769.1698,89970
9/24/11,13932256.29,69.46058006,2.361086189,6.821666248,6008.63806,25538.71158,89921
9/25/11,13760148.29,70.85622917,1.942694923,7.79892409,9819.317561,23513.97112,89220
9/26/11,15487467.29,70.73115203,1.919777672,7.650929699,7999.305728,27948.39382,88641
9/27/11,17270401.71,71.15371727,1.825737147,7.97945442,5397.359384,26037.352,88764
9/28/11,17892588.26,70.91636233,1.770407653,7.686769978,3240.478412,27509.15527,87519
9/29/11,17447076.16,70.06802868,2.022407573,7.090436249,11190.13131,27596.73225,87579
9/30/11,15587927.59,66.17280918,4.15486931,5.327678486,7856.669685,27792.17885,87267
10/1/11,12386338.3,61.3415385,7.198860417,3.540398913,8885.983227,25334.54401,85840
10/2/11,12285854.3,60.95199461,7.348340442,3.300335049,9057.567998,24898.32463,85048
10/3/11,13264900.2,61.74002231,6.567359978,3.307382293,9568.643222,27480.71887,83920
10/4/11,13492752.3,63.48580731,4.706879272,3.192686578,11688.73635,26296.89571,85254
10/5/11,13626570.06,64.62048287,4.165046165,3.785529034,14795.95558,25705.67556,85341
10/6/11,13521797.11,64.23270514,4.740117157,3.9728223,19234.23468,26407.21465,84969
10/7/11,13581834.11,65.29199103,4.494599618,4.786590647,20626.69997,25521.97664,86288
10/8/11,12639761.69,66.75855853,3.227589642,4.98614817,10589.86108,26007.10488,82007
10/9/11,12852235,67.12363174,2.76659426,4.890226005,5731.419972,24732.51498,80014
10/10/11,14385140,67.56517653,2.278354533,4.84353106,7094.993048,26949.00393,78894
10/11/11,15491500.07,67.56717584,1.991336276,4.558512118,11460.86726,26576.3014,79338
10/12/11,16227126.07,66.90305733,2.711208412,4.614265745,6962.587156,27684.57407,79983
10/13/11,16091708.48,67.03863194,2.906887911,4.945519855,7279.209427,27514.48458,80778
10/14/11,14996186.43,64.66328327,4.252224733,3.915508001,12357.74832,27318.90874,80706
10/15/11,13080435.78,62.95254186,5.328693929,3.281235792,8267.521712,25697.4056,79825
10/16/11,13328491.78,63.50628186,5.105348036,3.611629898,12814.07881,24656.9335,81146
10/17/11,14270946.89,63.09551214,5.798348028,3.893860168,11797.89961,28265.99895,82479
10/18/11,14708018.78,60.41155803,7.174124221,2.585682253,12773.95481,27169.03798,83075
10/19/11,14488013.96,58.05148091,8.549192848,1.600673755,10979.28256,24252.46136,83143
10/20/11,13987068.19,56.3172595,9.815017257,1.13227676,10025.02596,24974.98858,83749
10/21/11,13356942.52,56.33845441,10.14667489,1.485129296,7008.624596,24832.39115,84172
10/22/11,11886797.38,57.91778553,9.254211171,2.171996697,7297.406591,23402.68525,82582
10/23/11,11977166.59,58.89172459,8.329019933,2.220744526,6758.31857,23423.98671,83315
10/24/11,13063506.64,59.95056314,7.329834132,2.28039727,10358.15404,25756.51904,81702
10/25/11,13904150.91,60.56978413,7.130804302,2.700588436,14039.67442,26980.11793,81638
10/26/11,14290374.7,58.83311519,8.407823514,2.240938702,9922.225614,25922.73239,81660
10/27/11,14509798.78,54.62125513,12.21009217,1.831347299,6549.69668,25855.53844,81567
10/28/11,13891999.56,51.3123484,14.99391969,1.306268094,6614.265181,25995.03625,81916
10/29/11,12579584.35,49.93299137,16.3119843,1.244975669,9245.071326,23846.61779,81769
10/30/11,12658180.76,51.18781556,15.14112818,1.328943737,10936.43353,22825.01434,83704
10/31/11,13786060.39,52.69436881,13.67688247,1.371251283,10421.67009,24679.82883,84469
11/1/11,14152170.94,54.78844091,11.53414129,1.322582206,14515.48688,27718.23821,84870
11/2/11,14128220.68,55.60347352,11.16209337,1.765566888,15674.09657,26866.20829,84876
11/3/11,14289079.87,52.8224805,12.98181997,0.804300473,9558.39368,26065.32499,84956
11/4/11,13709719.79,50.00100152,15.4146395,0.415641013,14476.44022,26079.75001,83864
11/5/11,12956979.41,48.94622165,16.37171177,0.317933418,18617.93059,27425.34573,83864
11/6/11,13010232.95,52.99498473,13.21656705,1.211551779,11897.66936,22574.40976,83947
11/7/11,14009455.54,55.97493192,10.65361877,1.628550695,10214.46169,28089.24631,84153
11/8/11,14507632.73,56.7318933,9.703032985,1.434926284,9350.071619,28208.67721,84939
11/9/11,14558220.63,54.41634954,11.410875,0.82722454,11945.87314,28246.1276,84124
11/10/11,14805490.34,51.19141761,14.52751689,0.718934502,8635.985406,27672.75708,84114
11/11/11,13850847.32,47.68133341,17.64041058,0.321743991,13249.65737,27950.53514,83462
11/12/11,12393851.93,52.06389656,13.45975216,0.523648726,17345.24438,26324.08714,83182
11/13/11,12291749.09,58.25282352,8.447824352,1.700647871,14990.06939,26169.82076,85019
11/14/11,13366696.32,60.2608665,7.168654496,2.429520999,13198.80377,27939.61551,84845
11/15/11,13694883.01,59.10913303,7.891545665,2.000678695,11475.10303,28659.17058,85228
11/16/11,14483264.11,54.21418022,12.47507004,1.689250261,11465.64817,29574.03334,86253
11/17/11,15002116.69,47.19160017,18.70294795,0.894548119,12373.79723,28144.04991,85043
11/18/11,14661553.03,46.32419224,19.21511043,0.539302672,18926.29472,28761.36124,84428
11/19/11,13130602.07,51.83948519,14.56244189,1.40192708,14163.90764,28449.6834,85944
11/20/11,13037927.06,54.5924161,12.18182011,1.774236213,5245.66555,29107.08435,85886
11/21/11,14178394.27,53.13741529,13.66315993,1.800575215,4402.574851,28517.13127,85557
11/22/11,14164748.57,52.7046683,13.58186691,1.286535209,7145.900467,27654.08954,85831
11/23/11,13373120.37,51.79784962,14.02927456,0.827124179,9527.555641,27207.4601,87694
11/24/11,11182927.74,49.8844439,15.57633442,0.460778317,17516.32669,26787.99237,88145
11/25/11,11015479.33,53.44313163,12.28236303,0.725494664,16475.54462,26366.33687,89887
11/26/11,10934533.53,55.20696267,10.88527504,1.092237717,15960.02468,27633.45868,91934
11/27/11,11795716.73,52.44738755,13.71282364,1.160211196,13046.73914,27375.47988,91727
11/28/11,13529125.13,51.99614729,14.09290223,1.089049517,5834.982697,29124.87002,91065
11/29/11,14411167.8,49.99483797,15.57027654,0.565114514,9667.743134,28222.18685,90024
11/30/11,14826853.68,45.64882846,19.52627608,0.175104537,12573.51542,27392.00382,90915
12/1/11,15375026.47,44.75935973,20.43761205,0.196971773,14999.63104,28395.87517,90929
12/2/11,14109603.12,45.21541309,20.11576259,0.33117568,11324.15647,27451.03343,90837
12/3/11,12809541.19,46.94495054,18.66670952,0.611660057,11112.19663,27260.95093,91480
12/4/11,12835909.33,47.82567908,17.80879803,0.634477111,5848.048623,27882.44765,92481
12/5/11,14507641.85,46.30467694,19.35100543,0.655682375,10279.21609,30181.89322,92852
12/6/11,15999762.1,45.39326238,20.16526738,0.55852976,6316.215336,30207.3661,92992
12/7/11,17302416.87,43.06340527,22.3350872,0.398492468,6203.625947,29702.63034,94097
